waspbust_id,nest_foundDate,municip_name,species,nest_locType,nest_hight,nest_diameter,nest_longitude,nest_latitude,nest_status,nest_judgementDate,municip_code,colonies_amount,food_fruit,food_apple,food_txakoli,food_kiwi,food_pear,food_blueberry,food_raspberry,station_code,month,year_offset,index,MMM,year,station_name,code_merge,merge_cod,weath_days_frost,weath_humidity,weath_maxLevel,weath_midLevel,weath_minLevel,weath_days_rain,weath_days_rain1mm,weath_accuRainfall,weath_10minRainfall,weath_1dayRainfall,weath_solar,weath_meanTemp,weath_maxTemp,weath_maxMeanTemp,weath_minTemp,weath_meanWindM,weath_maxWindM,weath_meanDayMaxWind
5832,9/18/2018 0:00,Sondika,AVISPA ASIÁTICA,ARBOLADO,2,2,"5,051,663,203","4,793,233,146",CERRADA - ELIMINADO,9/19/2018 0:00,48904,0,7,0,7,0,0,0,0,C0B9,9,2017,3433,SET,2017,Sangroniz,C0B9_Sangroniz_2017_SET,C0B9_Sangroniz_2017_SET,0,86.7,1.27,0.459,0.216650771,19,14,98.9,4.8,24,12.5867813,16.6,29.1,22.2,12.1,11.86549316,76.47142662,40.25947149
5833,12/9/2018 0:00,Sondika,AVISPA ASIÁTICA,CONSTRUCCIÓN,35,39,"5,053,125,896","4,793,662,549",CERRADA - ELIMINADO,9/13/2018 0:00,48904,0,7,0,7,0,0,0,0,C0B9,12,2017,4660,DIC,2017,Sangroniz,C0B9_Sangroniz_2017_DIC,C0B9_Sangroniz_2017_DIC,2,85.9,2.75,0.87,0.202241244,24,21,277.4,2.8,38.1,12.51000357,8.3,18.9,12.3,4.7,10.77814328,74.11858616,40.04877253
5834,10/9/2018 0:00,Sondika,AVISPA ASIÁTICA,ARBOLADO,1,1,"5,059,884,646","4,793,247,387",CERRADA - ELIMINADO,12/9/2018 0:00,48904,0,7,0,7,0,0,0,0,C0B9,10,2017,3842,OCT,2017,Sangroniz,C0B9_Sangroniz_2017_OCT,C0B9_Sangroniz_2017_OCT,0,86.5,0.584,0.381,0.206976684,12,7,30.1,1.2,8.9,12.57099009,15.4,29.4,21.8,10.2,11.94040902,75.05864199,40.2255575
5835,8/29/2018 0:00,Sondika,AVISPA ASIÁTICA,CONSTRUCCIÓN,5,25,"5,060,617,113","4,793,918,183",CERRADA - ELIMINADO,8/30/2018 0:00,48904,0,7,0,7,0,0,0,0,C0B9,8,2017,3024,AGO,2017,Sangroniz,C0B9_Sangroniz_2017_AGO,C0B9_Sangroniz_2017_AGO,0,83.5,0.783,0.372,0.19603916,14,11,68.9,4.3,20.4,12.52496522,19.6,35.8,25.4,14.9,11.6669444,75.27109825,40.31267584
5836,8/22/2018 0:00,Sondika,AVISPA ASIÁTICA,CONSTRUCCIÓN,2,40,"5,068,315,897","4,794,009,046",CERRADA - ELIMINADO,8/22/2018 0:00,48904,0,7,0,7,0,0,0,0,C0B9,8,2017,3024,AGO,2017,Sangroniz,C0B9_Sangroniz_2017_AGO,C0B9_Sangroniz_2017_AGO,0,83.5,0.783,0.372,0.19603916,14,11,68.9,4.3,20.4,12.52496522,19.6,35.8,25.4,14.9,11.6669444,75.27109825,40.31267584
5838,8/20/2018 0:00,Sondika,AVISPA COMÚN,CONSTRUCCIÓN,1,50,"5,049,293,473","4,793,261,476",CERRADA - NO ELIMINABLE,,48904,0,7,0,7,0,0,0,0,C0B9,8,2017,3024,AGO,2017,Sangroniz,C0B9_Sangroniz_2017_AGO,C0B9_Sangroniz_2017_AGO,0,83.5,0.783,0.372,0.19603916,14,11,68.9,4.3,20.4,12.52496522,19.6,35.8,25.4,14.9,11.6669444,75.27109825,40.31267584
5839,8/14/2018 0:00,Sondika,AVISPA ASIÁTICA,,2,40,"5,056,293,413","4,792,861,476",CERRADA - ELIMINADO,8/20/2018 0:00,48904,0,7,0,7,0,0,0,0,C0B9,8,2017,3024,AGO,2017,Sangroniz,C0B9_Sangroniz_2017_AGO,C0B9_Sangroniz_2017_AGO,0,83.5,0.783,0.372,0.19603916,14,11,68.9,4.3,20.4,12.52496522,19.6,35.8,25.4,14.9,11.6669444,75.27109825,40.31267584
5840,8/13/2018 0:00,Sondika,AVISPA ASIÁTICA,CONSTRUCCIÓN,3,10,"5,056,053,427","4,793,965,514",CERRADA - ELIMINADO,8/17/2018 0:00,48904,0,7,0,7,0,0,0,0,C0B9,8,2017,3024,AGO,2017,Sangroniz,C0B9_Sangroniz_2017_AGO,C0B9_Sangroniz_2017_AGO,0,83.5,0.783,0.372,0.19603916,14,11,68.9,4.3,20.4,12.52496522,19.6,35.8,25.4,14.9,11.6669444,75.27109825,40.31267584
5841,8/8/2018 0:00,Sondika,AVISPA ASIÁTICA,CONSTRUCCIÓN,20,40,"5,054,519,225","4,793,837,295",CERRADA - ELIMINADO,10/8/2018 0:00,48904,0,7,0,7,0,0,0,0,C0B9,8,2017,3024,AGO,2017,Sangroniz,C0B9_Sangroniz_2017_AGO,C0B9_Sangroniz_2017_AGO,0,83.5,0.783,0.372,0.19603916,14,11,68.9,4.3,20.4,12.52496522,19.6,35.8,25.4,14.9,11.6669444,75.27109825,40.31267584
5842,2/8/2018 0:00,Sondika,AVISPA ASIÁTICA,CONSTRUCCIÓN,2,1,"5,053,434,916","4,792,345,417",CERRADA - ELIMINADO,7/8/2018 0:00,48904,0,7,0,7,0,0,0,0,C0B9,2,2017,570,FEB,2017,Sangroniz,C0B9_Sangroniz_2017_FEB,C0B9_Sangroniz_2017_FEB,0,77.4,1.515,0.53,0.231825724,16,8,79.9,2.4,17.2,12.52605958,10.5,20.1,16.1,5.2,10.63237849,74.19060634,40.13378198
5843,7/30/2018 0:00,Sondika,AVISPA ASIÁTICA,CONSTRUCCIÓN,4,10,"5,056,209,498","4,792,888,531",CERRADA - ELIMINADO,3/8/2018 0:00,48904,0,7,0,7,0,0,0,0,C0B9,7,2017,2615,JUL,2017,Sangroniz,C0B9_Sangroniz_2017_JUL,C0B9_Sangroniz_2017_JUL,0,84,1.123,0.384,0.195137902,15,8,49.5,3.1,13.8,12.52352429,19.4,36.7,24.6,15,11.68643397,75.58919108,40.30919363
5844,6/20/2019 0:00,Sondika,AVISPA ASIÁTICA,,1,1,"5,064,387,941",4794145,CERRADA - ELIMINADO,6/20/2019 0:00,48904,0,7,0,7,0,0,0,0,C0B9,6,2018,2310,JUN,2018,Sangroniz,C0B9_Sangroniz_2018_JUN,C0B9_Sangroniz_2018_JUN,0,85.9,0.874,0.503,0.207043866,17,12,42.9,3.2,11.1,12.55388805,18,30,22.9,13.5,12.07229551,76.19442639,40.28187159
5845,6/20/2019 0:00,Sondika,ABEJA,CONSTRUCCIÓN,4,1,"5,049,645,356","4,793,723,686",CERRADA - ELIMINADO,6/20/2019 0:00,48904,0,7,0,7,0,0,0,0,C0B9,6,2018,2310,JUN,2018,Sangroniz,C0B9_Sangroniz_2018_JUN,C0B9_Sangroniz_2018_JUN,0,85.9,0.874,0.503,0.207043866,17,12,42.9,3.2,11.1,12.55388805,18,30,22.9,13.5,12.07229551,76.19442639,40.28187159
5846,7/24/2019 0:00,Sondika,AVISPA COMÚN,CONSTRUCCIÓN,1,1,"505,614,088","4,793,281,186",CERRADA - ELIMINADO,7/25/2019 0:00,48904,0,7,0,7,0,0,0,0,C0B9,7,2018,2719,JUL,2018,Sangroniz,C0B9_Sangroniz_2018_JUL,C0B9_Sangroniz_2018_JUL,0,86.3,1.275,0.481,0.202395904,15,8,45.5,5.3,16.2,12.50212962,21.1,30.1,25.6,16.7,11.70124601,75.07141911,40.42079087
5847,11/22/2018 0:00,Sondika,AVISPA ASIÁTICA,ARBOLADO,5,15,"5,050,187,443","4793293,64",CERRADA - ELIMINADO,11/27/2018 0:00,48904,0,7,0,7,0,0,0,0,C0B9,11,2017,4251,NOV,2017,Sangroniz,C0B9_Sangroniz_2017_NOV,C0B9_Sangroniz_2017_NOV,1,86.8,2.3,0.588,0.263514768,17,15,241,4.3,49,12.53834841,9.6,22.8,15.2,5.5,11.30780194,74.17410265,40.1815585
5848,9/11/2018 0:00,Sondika,AVISPA ASIÁTICA,ARBOLADO,3,30,"5,055,648,512","4,794,081,862",CERRADA - NO ELIMINABLE,9/11/2018 0:00,48904,0,7,0,7,0,0,0,0,C0B9,9,2017,3433,SET,2017,Sangroniz,C0B9_Sangroniz_2017_SET,C0B9_Sangroniz_2017_SET,0,86.7,1.27,0.459,0.216650771,19,14,98.9,4.8,24,12.5867813,16.6,29.1,22.2,12.1,11.86549316,76.47142662,40.25947149
5849,7/18/2018 0:00,Sondika,AVISPA ASIÁTICA,CONSTRUCCIÓN,21,15,"5,069,150,942","4,792,979,595",CERRADA - ELIMINADO,7/18/2018 0:00,48904,0,7,0,7,0,0,0,0,C0B9,7,2017,2615,JUL,2017,Sangroniz,C0B9_Sangroniz_2017_JUL,C0B9_Sangroniz_2017_JUL,0,84,1.123,0.384,0.195137902,15,8,49.5,3.1,13.8,12.52352429,19.4,36.7,24.6,15,11.68643397,75.58919108,40.30919363
5888,8/26/2019 0:00,Sopela,AVISPA ASIÁTICA,ARBOLADO,6,25,"5,028,040,225","4,802,194,721",CERRADA - ELIMINADO,8/27/2019 0:00,48085,0,1,0,0,0,0,0,0,C042,8,2018,3127,AGO,2018,Punta Galea,C042_Punta Galea_2018_AGO,C042_Punta Galea_2018_AGO,0,84.2,0.776118565,0.355341508,0.193537258,11,7,37.6,3.1,10.1,12.48053673,20.9,32.7,23.6,18,14.4,94.3,39.9
5850,5/28/2018 0:00,Sondika,AVISPA ASIÁTICA,CONSTRUCCIÓN,4,20,"5,056,034,003","4,793,754,566",CERRADA - ELIMINADO,5/28/2018 0:00,48904,0,7,0,7,0,0,0,0,C0B9,5,2017,1797,MAY,2017,Sangroniz,C0B9_Sangroniz_2017_MAY,C0B9_Sangroniz_2017_MAY,0,78.7,0.966,0.411,0.211558994,16,9,64.7,2.6,22.7,12.5174644,16.5,35,23,10.9,11.26809803,74.77390201,40.13945936
5851,7/17/2018 0:00,Sondika,AVISPA ASIÁTICA,CONSTRUCCIÓN,17,40,"5,058,985,399","4793729,03",CERRADA - ELIMINADO,7/20/2018 0:00,48904,0,7,0,7,0,0,0,0,C0B9,7,2017,2615,JUL,2017,Sangroniz,C0B9_Sangroniz_2017_JUL,C0B9_Sangroniz_2017_JUL,0,84,1.123,0.384,0.195137902,15,8,49.5,3.1,13.8,12.52352429,19.4,36.7,24.6,15,11.68643397,75.58919108,40.30919363
5852,7/17/2018 0:00,Sondika,AVISPA ASIÁTICA,CONSTRUCCIÓN,20,60,"504667,35","4,793,500,544",CERRADA - ELIMINADO,7/20/2018 0:00,48904,0,7,0,7,0,0,0,0,C0B9,7,2017,2615,JUL,2017,Sangroniz,C0B9_Sangroniz_2017_JUL,C0B9_Sangroniz_2017_JUL,0,84,1.123,0.384,0.195137902,15,8,49.5,3.1,13.8,12.52352429,19.4,36.7,24.6,15,11.68643397,75.58919108,40.30919363
5853,11/7/2018 0:00,Sondika,AVISPA ASIÁTICA,CONSTRUCCIÓN,20,16,"505780,83","4,793,958,367",CERRADA - ELIMINADO,7/17/2018 0:00,48904,0,7,0,7,0,0,0,0,C0B9,11,2017,4251,NOV,2017,Sangroniz,C0B9_Sangroniz_2017_NOV,C0B9_Sangroniz_2017_NOV,1,86.8,2.3,0.588,0.263514768,17,15,241,4.3,49,12.53834841,9.6,22.8,15.2,5.5,11.30780194,74.17410265,40.1815585
5854,9/7/2018 0:00,Sondika,AVISPA ASIÁTICA,CONSTRUCCIÓN,9,30,"5,062,769,512","4,791,596,125",CERRADA - ELIMINADO,12/7/2018 0:00,48904,0,7,0,7,0,0,0,0,C0B9,9,2017,3433,SET,2017,Sangroniz,C0B9_Sangroniz_2017_SET,C0B9_Sangroniz_2017_SET,0,86.7,1.27,0.459,0.216650771,19,14,98.9,4.8,24,12.5867813,16.6,29.1,22.2,12.1,11.86549316,76.47142662,40.25947149
5855,4/7/2018 0:00,Sondika,AVISPA ASIÁTICA,CONSTRUCCIÓN,0,30,"5,058,859,829","4,793,734,155",CERRADA - ELIMINADO,5/7/2018 0:00,48904,0,7,0,7,0,0,0,0,C0B9,4,2017,1388,ABR,2017,Sangroniz,C0B9_Sangroniz_2017_ABR,C0B9_Sangroniz_2017_ABR,0,79.1,1.033,0.486,0.223904757,10,8,68.4,1.7,17.7,12.5913597,11.8,27.7,18.1,5.5,11.1450464,75.50899978,40.13648513
5856,6/28/2018 0:00,Sondika,AVISPA ASIÁTICA,CONSTRUCCIÓN,6,60,"5,059,474,858","4,792,456,113",CERRADA - ELIMINADO,3/7/2018 0:00,48904,0,7,0,7,0,0,0,0,C0B9,6,2017,2206,JUN,2017,Sangroniz,C0B9_Sangroniz_2017_JUN,C0B9_Sangroniz_2017_JUN,0,83.9,0.868,0.392,0.202424064,16,12,80.2,4.8,17.4,12.53348994,18.8,36.2,24.1,14.6,11.71919722,75.77752762,40.27342639
5857,6/18/2018 0:00,Sondika,AVISPA ASIÁTICA,CONSTRUCCIÓN,7,60,"5,063,016,091","4793155,2",CERRADA - ELIMINADO,6/18/2018 0:00,48904,0,7,0,7,0,0,0,0,C0B9,6,2017,2206,JUN,2017,Sangroniz,C0B9_Sangroniz_2017_JUN,C0B9_Sangroniz_2017_JUN,0,83.9,0.868,0.392,0.202424064,16,12,80.2,4.8,17.4,12.53348994,18.8,36.2,24.1,14.6,11.71919722,75.77752762,40.27342639
5858,6/18/2018 0:00,Sondika,AVISPA ASIÁTICA,CONSTRUCCIÓN,20,70,"5,058,907,238","4,794,052,023",CERRADA - ELIMINADO,6/20/2018 0:00,48904,0,7,0,7,0,0,0,0,C0B9,6,2017,2206,JUN,2017,Sangroniz,C0B9_Sangroniz_2017_JUN,C0B9_Sangroniz_2017_JUN,0,83.9,0.868,0.392,0.202424064,16,12,80.2,4.8,17.4,12.53348994,18.8,36.2,24.1,14.6,11.71919722,75.77752762,40.27342639
5859,6/18/2018 0:00,Sondika,AVISPA ASIÁTICA,CONSTRUCCIÓN,6,40,"5,057,169,357","4,793,251,384",CERRADA - ELIMINADO,6/19/2018 0:00,48904,0,7,0,7,0,0,0,0,C0B9,6,2017,2206,JUN,2017,Sangroniz,C0B9_Sangroniz_2017_JUN,C0B9_Sangroniz_2017_JUN,0,83.9,0.868,0.392,0.202424064,16,12,80.2,4.8,17.4,12.53348994,18.8,36.2,24.1,14.6,11.71919722,75.77752762,40.27342639
5860,4/6/2018 0:00,Sondika,AVISPA ASIÁTICA,CONSTRUCCIÓN,7,3,"5,059,683,497","4,793,399,345",CERRADA - ELIMINADO,5/6/2018 0:00,48904,0,7,0,7,0,0,0,0,C0B9,4,2017,1388,ABR,2017,Sangroniz,C0B9_Sangroniz_2017_ABR,C0B9_Sangroniz_2017_ABR,0,79.1,1.033,0.486,0.223904757,10,8,68.4,1.7,17.7,12.5913597,11.8,27.7,18.1,5.5,11.1450464,75.50899978,40.13648513
5861,4/6/2018 0:00,Sondika,AVISPA ASIÁTICA,CONSTRUCCIÓN,3,20,"5,056,755,166","4,793,211,828",CERRADA - ELIMINADO,5/6/2018 0:00,48904,0,7,0,7,0,0,0,0,C0B9,4,2017,1388,ABR,2017,Sangroniz,C0B9_Sangroniz_2017_ABR,C0B9_Sangroniz_2017_ABR,0,79.1,1.033,0.486,0.223904757,10,8,68.4,1.7,17.7,12.5913597,11.8,27.7,18.1,5.5,11.1450464,75.50899978,40.13648513
5862,5/28/2018 0:00,Sondika,AVISPA ASIÁTICA,CONSTRUCCIÓN,3,6,"5,063,970,884","4,791,596,186",CERRADA - ELIMINADO,5/29/2018 0:00,48904,0,7,0,7,0,0,0,0,C0B9,5,2017,1797,MAY,2017,Sangroniz,C0B9_Sangroniz_2017_MAY,C0B9_Sangroniz_2017_MAY,0,78.7,0.966,0.411,0.211558994,16,9,64.7,2.6,22.7,12.5174644,16.5,35,23,10.9,11.26809803,74.77390201,40.13945936
5863,1/31/2018 0:00,Sondika,AVISPA ASIÁTICA,ARBOLADO,50,45,"5,054,496,727","4,793,320,854",PENDIENTE DE GRUPO,,48904,0,7,0,7,0,0,0,0,C0B9,1,2017,161,ENE,2017,Sangroniz,C0B9_Sangroniz_2017_ENE,C0B9_Sangroniz_2017_ENE,15,84.3,2.636,0.653,0.198710729,11,8,184.2,4.9,72.6,12.46951968,5.7,19.4,11.2,1.4,10.59383286,79.78677696,40.16436202
5864,1/31/2018 0:00,Sondika,AVISPA ASIÁTICA,ARBOLADO,6,60,"5,054,496,727","4,793,320,854",PENDIENTE DE GRUPO,,48904,0,7,0,7,0,0,0,0,C0B9,1,2017,161,ENE,2017,Sangroniz,C0B9_Sangroniz_2017_ENE,C0B9_Sangroniz_2017_ENE,15,84.3,2.636,0.653,0.198710729,11,8,184.2,4.9,72.6,12.46951968,5.7,19.4,11.2,1.4,10.59383286,79.78677696,40.16436202
5865,8/19/2018 19:19,Sondika,,,,,"506734,93","4793901,02",CERRADA - ELIMINADO,,48904,0,7,0,7,0,0,0,0,C0B9,8,2017,3024,AGO,2017,Sangroniz,C0B9_Sangroniz_2017_AGO,C0B9_Sangroniz_2017_AGO,0,83.5,0.783,0.372,0.19603916,14,11,68.9,4.3,20.4,12.52496522,19.6,35.8,25.4,14.9,11.6669444,75.27109825,40.31267584
5866,3/13/2019 0:00,Sopela,AVISPA ASIÁTICA,CONSTRUCCIÓN,6,30,"5,015,183,307","4,802,588,649",CERRADA - ELIMINADO,3/14/2019 0:00,48085,0,1,0,0,0,0,0,0,C042,3,2018,1082,MAR,2018,Punta Galea,C042_Punta Galea_2018_MAR,C042_Punta Galea_2018_MAR,0,64.8,0.940560479,0.259858961,0.188791822,25,17,86.8,1.6,17.5,12.24023998,11.5,20.1,14.4,8.6,27,118.8,78.3
5867,3/31/2019 0:00,Sopela,AVISPA ASIÁTICA,ARBOLADO,15,40,"5,001,333,107","4,802,744,462",CERRADA - NO ELIMINABLE,9/5/2019 0:00,48085,0,1,0,0,0,0,0,0,C042,3,2018,1082,MAR,2018,Punta Galea,C042_Punta Galea_2018_MAR,C042_Punta Galea_2018_MAR,0,64.8,0.940560479,0.259858961,0.188791822,25,17,86.8,1.6,17.5,12.24023998,11.5,20.1,14.4,8.6,27,118.8,78.3
5868,8/4/2019 0:00,Sopela,AVISPA ASIÁTICA,CONSTRUCCIÓN,12,5,"5,011,890,017","4,802,864,224",CERRADA - ELIMINADO,9/4/2019 0:00,48085,0,1,0,0,0,0,0,0,C042,8,2018,3127,AGO,2018,Punta Galea,C042_Punta Galea_2018_AGO,C042_Punta Galea_2018_AGO,0,84.2,0.776118565,0.355341508,0.193537258,11,7,37.6,3.1,10.1,12.48053673,20.9,32.7,23.6,18,14.4,94.3,39.9
5869,5/15/2019 0:00,Sopela,AVISPA ASIÁTICA,CONSTRUCCIÓN,1,10,"5,011,051,364","4802360,69",CERRADA - ELIMINADO,5/15/2019 0:00,48085,0,1,0,0,0,0,0,0,C042,5,2018,1900,MAY,2018,Punta Galea,C042_Punta Galea_2018_MAY,C042_Punta Galea_2018_MAY,0,82.8,0.910817542,0.342443892,0.193129253,15,8,87.2,7.8,29.4,12.53995948,14.5,23,17.1,12.1,14.1,82.8,38.4
5870,1/6/2019 0:00,Sopela,AVISPA ASIÁTICA,CONSTRUCCIÓN,7,10,"5,019,450,436","4803495,68",CERRADA - NO ELIMINABLE,4/6/2019 0:00,48085,0,1,0,0,0,0,0,0,C042,1,2018,264,ENE,2018,Punta Galea,C042_Punta Galea_2018_ENE,C042_Punta Galea_2018_ENE,0,76.3,0.955095226,0.294268285,0.197087403,23,16,190.1,1.9,41.3,12.3055412,11,19.6,13.7,8.3,21.4,108.4,60.1
5871,4/6/2019 0:00,Sopela,AVISPA ASIÁTICA,CONSTRUCCIÓN,2,4,,,CERRADA - ELIMINADO,5/6/2019 0:00,48085,0,1,0,0,0,0,0,0,C042,4,2018,1491,ABR,2018,Punta Galea,C042_Punta Galea_2018_ABR,C042_Punta Galea_2018_ABR,0,73.2,0.94831504,0.345412024,0.179590847,18,12,80.6,6.5,15.9,12.42304418,14.2,29.6,17.8,11.2,16.7,107.3,47.4
5872,6/27/2019 0:00,Sopela,AVISPA ASIÁTICA,CONSTRUCCIÓN,12,8,"5,009,778,134","4,804,064,296",CERRADA - ELIMINADO,1/7/2019 0:00,48085,0,1,0,0,0,0,0,0,C042,6,2018,2309,JUN,2018,Punta Galea,C042_Punta Galea_2018_JUN,C042_Punta Galea_2018_JUN,0,84.5,0.818708395,0.324161857,0.18850921,16,12,56.9,3,12.5,12.5521297,18.2,25.1,20.7,16,13.9,75.6,37.6
5873,6/28/2019 0:00,Sopela,AVISPA ASIÁTICA,CONSTRUCCIÓN,2,8,"5,001,822,081","4,803,220,244",CERRADA - ELIMINADO,1/7/2019 0:00,48085,0,1,0,0,0,0,0,0,C042,6,2018,2309,JUN,2018,Punta Galea,C042_Punta Galea_2018_JUN,C042_Punta Galea_2018_JUN,0,84.5,0.818708395,0.324161857,0.18850921,16,12,56.9,3,12.5,12.5521297,18.2,25.1,20.7,16,13.9,75.6,37.6
5874,2/7/2019 0:00,Sopela,AVISPA ASIÁTICA,CONSTRUCCIÓN,4,10,"5,025,442,541","4,802,993,575",CERRADA - ELIMINADO,3/7/2019 0:00,48085,0,1,0,0,0,0,0,0,C042,2,2018,673,FEB,2018,Punta Galea,C042_Punta Galea_2018_FEB,C042_Punta Galea_2018_FEB,2,77.6,0.95270991,0.294439354,0.193105487,20,17,165.6,1.8,25.8,12.23846865,7.8,20.2,10.1,5.2,21,93.2,57.8
5875,2/7/2019 0:00,Sopela,AVISPA ASIÁTICA,CONSTRUCCIÓN,5,25,"5,006,194,647","4,802,630,231",CERRADA - ELIMINADO,3/7/2019 0:00,48085,0,1,0,0,0,0,0,0,C042,2,2018,673,FEB,2018,Punta Galea,C042_Punta Galea_2018_FEB,C042_Punta Galea_2018_FEB,2,77.6,0.95270991,0.294439354,0.193105487,20,17,165.6,1.8,25.8,12.23846865,7.8,20.2,10.1,5.2,21,93.2,57.8
5876,3/7/2019 0:00,Sopela,AVISPA ASIÁTICA,CONSTRUCCIÓN,0,10,"5,005,993,167","4,802,611,623",CERRADA - ELIMINADO,3/7/2019 0:00,48085,0,1,0,0,0,0,0,0,C042,3,2018,1082,MAR,2018,Punta Galea,C042_Punta Galea_2018_MAR,C042_Punta Galea_2018_MAR,0,64.8,0.940560479,0.259858961,0.188791822,25,17,86.8,1.6,17.5,12.24023998,11.5,20.1,14.4,8.6,27,118.8,78.3
5877,8/7/2019 0:00,Sopela,AVISPA ASIÁTICA,ARBOLADO,5,10,"502,774,711","4,802,003,906",CERRADA - NO ELIMINABLE,10/7/2019 0:00,48085,0,1,0,0,0,0,0,0,C042,8,2018,3127,AGO,2018,Punta Galea,C042_Punta Galea_2018_AGO,C042_Punta Galea_2018_AGO,0,84.2,0.776118565,0.355341508,0.193537258,11,7,37.6,3.1,10.1,12.48053673,20.9,32.7,23.6,18,14.4,94.3,39.9
5878,8/7/2019 0:00,Sopela,AVISPA ASIÁTICA,CONSTRUCCIÓN,2,4,,,CERRADA - ELIMINADO,11/7/2019 0:00,48085,0,1,0,0,0,0,0,0,C042,8,2018,3127,AGO,2018,Punta Galea,C042_Punta Galea_2018_AGO,C042_Punta Galea_2018_AGO,0,84.2,0.776118565,0.355341508,0.193537258,11,7,37.6,3.1,10.1,12.48053673,20.9,32.7,23.6,18,14.4,94.3,39.9
5879,11/7/2019 0:00,Sopela,AVISPA ASIÁTICA,CONSTRUCCIÓN,5,15,"5,034,654,826","4,802,017,209",CERRADA - ELIMINADO,7/16/2019 0:00,48085,0,1,0,0,0,0,0,0,C042,11,2018,4354,NOV,2018,Punta Galea,C042_Punta Galea_2018_NOV,C042_Punta Galea_2018_NOV,0,75,0.964583667,0.327081013,0.179849994,15,10,63.6,2.3,15.6,12.37282603,13.7,22.6,16.9,10.7,19.7,125.3,63.5
5880,7/18/2019 0:00,Sopela,AVISPA ASIÁTICA,CONSTRUCCIÓN,10,25,"500879,43","4,802,956,736",CERRADA - ELIMINADO,7/19/2019 0:00,48085,0,1,0,0,0,0,0,0,C042,7,2018,2718,JUL,2018,Punta Galea,C042_Punta Galea_2018_JUL,C042_Punta Galea_2018_JUL,0,86.9,0.743987035,0.338437392,0.179217365,14,8,44.1,2.5,14.2,12.49399633,21.2,26.5,23.3,18.9,12.9,76,37
5881,7/22/2019 0:00,Sopela,AVISPA ASIÁTICA,CONSTRUCCIÓN,0,20,"5,018,076,389","4,803,079,248",CERRADA - ELIMINADO,7/23/2019 0:00,48085,0,1,0,0,0,0,0,0,C042,7,2018,2718,JUL,2018,Punta Galea,C042_Punta Galea_2018_JUL,C042_Punta Galea_2018_JUL,0,86.9,0.743987035,0.338437392,0.179217365,14,8,44.1,2.5,14.2,12.49399633,21.2,26.5,23.3,18.9,12.9,76,37
5882,7/24/2019 0:00,Sopela,AVISPA ASIÁTICA,ARBOLADO,1,20,"501,433,415","4,804,217,325",CERRADA - NO ELIMINABLE,7/30/2019 0:00,48085,0,1,0,0,0,0,0,0,C042,7,2018,2718,JUL,2018,Punta Galea,C042_Punta Galea_2018_JUL,C042_Punta Galea_2018_JUL,0,86.9,0.743987035,0.338437392,0.179217365,14,8,44.1,2.5,14.2,12.49399633,21.2,26.5,23.3,18.9,12.9,76,37
5883,1/8/2019 0:00,Sopela,AVISPA ASIÁTICA,ARBOLADO,25,40,"5,038,643,857","4,801,524,674",CERRADA - ELIMINADO,8/8/2019 0:00,48085,0,1,0,0,0,0,0,0,C042,1,2018,264,ENE,2018,Punta Galea,C042_Punta Galea_2018_ENE,C042_Punta Galea_2018_ENE,0,76.3,0.955095226,0.294268285,0.197087403,23,16,190.1,1.9,41.3,12.3055412,11,19.6,13.7,8.3,21.4,108.4,60.1
5884,2/8/2019 0:00,Sopela,AVISPA ASIÁTICA,CONSTRUCCIÓN,40,78,"5,017,921,339","4,802,758,882",CERRADA - ELIMINADO,11/11/2019 0:00,48085,0,1,0,0,0,0,0,0,C042,2,2018,673,FEB,2018,Punta Galea,C042_Punta Galea_2018_FEB,C042_Punta Galea_2018_FEB,2,77.6,0.95270991,0.294439354,0.193105487,20,17,165.6,1.8,25.8,12.23846865,7.8,20.2,10.1,5.2,21,93.2,57.8
5885,8/14/2019 0:00,Sopela,AVISPA ASIÁTICA,ARBOLADO,40,60,"5,038,878,353","4,801,457,904",CERRADA - ELIMINADO,8/22/2019 0:00,48085,0,1,0,0,0,0,0,0,C042,8,2018,3127,AGO,2018,Punta Galea,C042_Punta Galea_2018_AGO,C042_Punta Galea_2018_AGO,0,84.2,0.776118565,0.355341508,0.193537258,11,7,37.6,3.1,10.1,12.48053673,20.9,32.7,23.6,18,14.4,94.3,39.9
5886,8/19/2019 0:00,Sopela,AVISPA ASIÁTICA,ARBOLADO,8,20,"501,080,167","4,802,370,796",CERRADA - ELIMINADO,8/22/2019 0:00,48085,0,1,0,0,0,0,0,0,C042,8,2018,3127,AGO,2018,Punta Galea,C042_Punta Galea_2018_AGO,C042_Punta Galea_2018_AGO,0,84.2,0.776118565,0.355341508,0.193537258,11,7,37.6,3.1,10.1,12.48053673,20.9,32.7,23.6,18,14.4,94.3,39.9
5887,8/19/2019 0:00,Sopela,AVISPA ASIÁTICA,CONSTRUCCIÓN,12,30,,,CERRADA - ELIMINADO,8/22/2019 0:00,48085,0,1,0,0,0,0,0,0,C042,8,2018,3127,AGO,2018,Punta Galea,C042_Punta Galea_2018_AGO,C042_Punta Galea_2018_AGO,0,84.2,0.776118565,0.355341508,0.193537258,11,7,37.6,3.1,10.1,12.48053673,20.9,32.7,23.6,18,14.4,94.3,39.9
