waspbust_id,year_x,nest_foundDate,municip_name,species,nest_locType,nest_hight,nest_diameter,nest_longitude,nest_latitude,nest_status,nest_judgementDate,municip_code,colonies_amount,food_fruit,food_apple,food_txakoli,food_kiwi,food_pear,food_blueberry,food_raspberry,station_code,month,year_offset,index,MMM,station_name,weath_days_frost,weath_humidity,weath_maxLevel,weath_midLevel,weath_minLevel,weath_days_rain,weath_days_rain1mm,weath_accuRainfall,weath_10minRainfall,weath_1dayRainfall,weath_solar,weath_meanTemp,weath_maxTemp,weath_maxMeanTemp,weath_minTemp,weath_meanWindM,weath_maxWindM,weath_meanDayMaxWind,year_cat,month_cat,population
6177,2019,2019-08-08 00:00:00,Urduliz,Vespa Velutina,Natural Environment,7.0,50.0,"504137,3216","4802286,79",Nest Terminated,2019-09-08 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,8,2018,3127.0,AGO,Punta Galea,0.0,84.2,0.776118565,0.355341508,0.193537258,11.0,7.0,37.6,3.1,10.1,12.48053673,20.9,32.7,23.6,18.0,14.4,94.3,39.9,2019,Aug,4319.0
6178,2019,2019-08-16 00:00:00,Urduliz,Vespa Velutina,Natural Environment,5.0,35.0,"502969,6965","4803230,756",Nest Terminated,2019-08-16 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,8,2018,3127.0,AGO,Punta Galea,0.0,84.2,0.776118565,0.355341508,0.193537258,11.0,7.0,37.6,3.1,10.1,12.48053673,20.9,32.7,23.6,18.0,14.4,94.3,39.9,2019,Aug,4319.0
6179,2019,2019-08-20 00:00:00,Urduliz,Vespa Velutina,Urban Environment,2.0,15.0,"504067,9989","4802496,683",Nest Terminated,2019-08-21 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,8,2018,3127.0,AGO,Punta Galea,0.0,84.2,0.776118565,0.355341508,0.193537258,11.0,7.0,37.6,3.1,10.1,12.48053673,20.9,32.7,23.6,18.0,14.4,94.3,39.9,2019,Aug,4319.0
6180,2019,2019-08-26 00:00:00,Urduliz,Vespa Velutina,Natural Environment,5.0,50.0,"503628,6862","4802200,738",Nest Terminated,2019-08-27 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,8,2018,3127.0,AGO,Punta Galea,0.0,84.2,0.776118565,0.355341508,0.193537258,11.0,7.0,37.6,3.1,10.1,12.48053673,20.9,32.7,23.6,18.0,14.4,94.3,39.9,2019,Aug,4319.0
6181,2019,2019-08-30 00:00:00,Urduliz,Vespa Velutina,Natural Environment,5.0,30.0,,,Nest Terminated,2019-02-09 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,8,2018,3127.0,AGO,Punta Galea,0.0,84.2,0.776118565,0.355341508,0.193537258,11.0,7.0,37.6,3.1,10.1,12.48053673,20.9,32.7,23.6,18.0,14.4,94.3,39.9,2019,Aug,4319.0
6182,2019,2019-10-15 00:00:00,Urduliz,Vespa Velutina,Urban Environment,15.0,50.0,"504710,6536","4801638,998",Nest Terminated,2019-10-16 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,10,2018,3945.0,OCT,Punta Galea,0.0,84.7,0.879383302,0.31568460600000003,0.190335033,12.0,10.0,143.0,3.3,24.2,12.46384976,15.4,29.2,18.8,12.6,18.3,108.0,49.1,2019,Oct,4319.0
6183,2019,2019-10-23 00:00:00,Urduliz,Vespa Velutina,Urban Environment,2.0,1.0,"503803,2825","4802559,389",Nest Terminated,2019-10-24 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,10,2018,3945.0,OCT,Punta Galea,0.0,84.7,0.879383302,0.31568460600000003,0.190335033,12.0,10.0,143.0,3.3,24.2,12.46384976,15.4,29.2,18.8,12.6,18.3,108.0,49.1,2019,Oct,4319.0
6184,2019,2019-04-11 00:00:00,Urduliz,Vespa Velutina,Natural Environment,30.0,40.0,"504267,382","4803226,88",Nest Terminated,2019-11-11 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,4,2018,1491.0,ABR,Punta Galea,0.0,73.2,0.94831504,0.345412024,0.179590847,18.0,12.0,80.6,6.5,15.9,12.42304418,14.2,29.6,17.8,11.2,16.7,107.3,47.4,2019,Apr,4319.0
6185,2019,2019-12-11 00:00:00,Urduliz,Vespa Velutina,Natural Environment,10.0,90.0,"504301,3505","4803236,384",Nest Terminated,2019-12-11 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,12,2018,4763.0,DIC,Punta Galea,0.0,75.0,0.90475328,0.30470884,0.186224941,10.0,5.0,23.6,1.8,7.2,12.42888315,12.5,19.8,15.6,9.7,18.3,90.0,49.8,2019,Dec,4319.0
6186,2019,2019-11-25 00:00:00,Urduliz,Vespa Velutina,Natural Environment,10.0,40.0,"506907,3828","4802619,661",Nest Terminated,2019-11-25 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,11,2018,4354.0,NOV,Punta Galea,0.0,75.0,0.964583667,0.32708101300000003,0.179849994,15.0,10.0,63.6,2.3,15.6,12.37282603,13.7,22.6,16.9,10.7,19.7,125.3,63.5,2019,Nov,4319.0
6187,2019,2019-11-27 00:00:00,Urduliz,Vespa Velutina,Natural Environment,5.0,50.0,"503053,8624","4802748,119",Nest Terminated,2019-11-28 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,11,2018,4354.0,NOV,Punta Galea,0.0,75.0,0.964583667,0.32708101300000003,0.179849994,15.0,10.0,63.6,2.3,15.6,12.37282603,13.7,22.6,16.9,10.7,19.7,125.3,63.5,2019,Nov,4319.0
6188,2019,2019-05-12 00:00:00,Urduliz,Vespa Velutina,Urban Environment,2.0,1.0,"503767,8184","4802696,687",Nest Terminated,2019-09-12 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,5,2018,1900.0,MAY,Punta Galea,0.0,82.8,0.910817542,0.342443892,0.193129253,15.0,8.0,87.2,7.8,29.4,12.53995948,14.5,23.0,17.1,12.1,14.1,82.8,38.4,2019,May,4319.0
6189,2019,2019-12-18 00:00:00,Urduliz,Vespa Velutina,Natural Environment,8.0,50.0,"504368,0903","4802739,821",Nest Terminated,2019-12-20 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,12,2018,4763.0,DIC,Punta Galea,0.0,75.0,0.90475328,0.30470884,0.186224941,10.0,5.0,23.6,1.8,7.2,12.42888315,12.5,19.8,15.6,9.7,18.3,90.0,49.8,2019,Dec,4319.0
6190,2019,2019-12-19 00:00:00,Urduliz,Vespa Velutina,Natural Environment,1.0,60.0,"503866,9122","4802833,914",Nest Terminated,2019-12-20 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,12,2018,4763.0,DIC,Punta Galea,0.0,75.0,0.90475328,0.30470884,0.186224941,10.0,5.0,23.6,1.8,7.2,12.42888315,12.5,19.8,15.6,9.7,18.3,90.0,49.8,2019,Dec,4319.0
6191,2018,2018-11-29 00:00:00,Urduliz,Vespa Velutina,Natural Environment,2.0,10.0,,,Nest Terminated,2018-11-29 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,11,2017,4250.0,NOV,Punta Galea,0.0,71.2,1.029373967,0.315901544,0.166973151,17.0,15.0,201.7,3.4,39.3,6.3,12.6,23.9,16.1,9.3,22.0,99.0,59.0,2018,Nov,4248.0
6192,2018,2018-11-20 00:00:00,Urduliz,Vespa Velutina,Urban Environment,0.0,12.0,,,Nest Terminated,2018-11-21 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,11,2017,4250.0,NOV,Punta Galea,0.0,71.2,1.029373967,0.315901544,0.166973151,17.0,15.0,201.7,3.4,39.3,6.3,12.6,23.9,16.1,9.3,22.0,99.0,59.0,2018,Nov,4248.0
6193,2018,2018-11-15 00:00:00,Urduliz,Vespa Velutina,Urban Environment,2.0,13.0,"503811,8599","4802693,235",Cannot Terminate,2018-11-16 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,11,2017,4250.0,NOV,Punta Galea,0.0,71.2,1.029373967,0.315901544,0.166973151,17.0,15.0,201.7,3.4,39.3,6.3,12.6,23.9,16.1,9.3,22.0,99.0,59.0,2018,Nov,4248.0
6194,2018,2018-11-13 00:00:00,Urduliz,Vespa Velutina,Urban Environment,6.0,20.0,"503439,1657","4802862,951",Nest Terminated,2018-11-16 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,11,2017,4250.0,NOV,Punta Galea,0.0,71.2,1.029373967,0.315901544,0.166973151,17.0,15.0,201.7,3.4,39.3,6.3,12.6,23.9,16.1,9.3,22.0,99.0,59.0,2018,Nov,4248.0
6195,2018,2018-06-11 00:00:00,Urduliz,Vespa Velutina,Natural Environment,3.0,5.0,"503648,6573","4803454,429",Nest Terminated,2018-08-11 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,6,2017,2205.0,JUN,Punta Galea,0.0,86.4,0.859047445,0.34328050200000004,0.17530801,15.0,13.0,63.9,3.1,13.9,17.5,19.8,32.0,22.7,17.3,15.1,97.9,47.3,2018,Jun,4248.0
6196,2018,2018-10-25 00:00:00,Urduliz,Vespa Velutina,Natural Environment,3.0,10.0,"504616,4723","4800379,736",Nest Terminated,2018-10-30 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,10,2017,3841.0,OCT,Punta Galea,0.0,78.3,0.813775045,0.306401953,0.187142066,11.0,7.0,22.8,0.6,6.0,10.1,17.2,29.6,21.1,13.7,15.8,83.9,42.9,2018,Oct,4248.0
6197,2018,2018-10-22 00:00:00,Urduliz,Vespa Velutina,Natural Environment,8.0,30.0,"504344,8186","4802726,469",Nest Terminated,2018-10-23 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,10,2017,3841.0,OCT,Punta Galea,0.0,78.3,0.813775045,0.306401953,0.187142066,11.0,7.0,22.8,0.6,6.0,10.1,17.2,29.6,21.1,13.7,15.8,83.9,42.9,2018,Oct,4248.0
6198,2018,2018-10-16 00:00:00,Urduliz,Vespa Velutina,Natural Environment,3.0,40.0,"505134,9376","4801991,479",Cannot Terminate,2018-10-18 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,10,2017,3841.0,OCT,Punta Galea,0.0,78.3,0.813775045,0.306401953,0.187142066,11.0,7.0,22.8,0.6,6.0,10.1,17.2,29.6,21.1,13.7,15.8,83.9,42.9,2018,Oct,4248.0
6199,2018,2018-10-16 00:00:00,Urduliz,Vespa Velutina,Urban Environment,10.0,3.0,"502981,0626","4802882,207",Nest Terminated,2018-10-16 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,10,2017,3841.0,OCT,Punta Galea,0.0,78.3,0.813775045,0.306401953,0.187142066,11.0,7.0,22.8,0.6,6.0,10.1,17.2,29.6,21.1,13.7,15.8,83.9,42.9,2018,Oct,4248.0
6200,2018,2018-10-16 00:00:00,Urduliz,Vespa Velutina,Natural Environment,1.0,4.0,"502849,799","4802673,221",Nest Terminated,2018-10-18 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,10,2017,3841.0,OCT,Punta Galea,0.0,78.3,0.813775045,0.306401953,0.187142066,11.0,7.0,22.8,0.6,6.0,10.1,17.2,29.6,21.1,13.7,15.8,83.9,42.9,2018,Oct,4248.0
6201,2018,2018-10-10 00:00:00,Urduliz,Vespa Velutina,Urban Environment,3.0,6.0,"503864,784","4802616,119",Cannot Terminate,2018-10-16 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,10,2017,3841.0,OCT,Punta Galea,0.0,78.3,0.813775045,0.306401953,0.187142066,11.0,7.0,22.8,0.6,6.0,10.1,17.2,29.6,21.1,13.7,15.8,83.9,42.9,2018,Oct,4248.0
6202,2018,2018-02-10 00:00:00,Urduliz,Vespa Velutina,Natural Environment,9.0,6.0,"502891,3793","4803298,082",Nest Terminated,2018-02-10 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,2,2017,569.0,FEB,Punta Galea,0.0,70.9,0.979617611,0.320442908,0.18227514,14.0,9.0,69.5,2.5,17.1,8.4,12.4,20.1,15.8,9.2,21.1,131.0,63.8,2018,Feb,4248.0
6203,2018,2018-12-09 00:00:00,Urduliz,Vespa Velutina,Urban Environment,4.0,9.0,"503515,7859","4802734,459",Nest Terminated,2018-09-14 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,12,2017,4659.0,DIC,Punta Galea,0.0,75.4,1.056239135,0.261852191,0.17964251899999994,23.0,21.0,220.9,3.0,33.4,3.6,10.2,19.9,13.3,7.3,23.4,145.1,66.8,2018,Dec,4248.0
6204,2018,2018-08-31 00:00:00,Urduliz,Vespa Velutina,Natural Environment,16.0,50.0,"504306,3125","4802861,467",Nest Terminated,2018-03-09 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,8,2017,3023.0,AGO,Punta Galea,0.0,78.9,0.90711687,0.35725268,0.17946579,13.0,11.0,64.6,4.4,14.5,18.0,20.2,35.7,23.7,17.2,14.5,72.7,39.8,2018,Aug,4248.0
6205,2018,2018-08-29 00:00:00,Urduliz,Vespa Velutina,Urban Environment,40.0,1.0,"503569,7687","4803116,702",Nest Terminated,2018-08-30 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,8,2017,3023.0,AGO,Punta Galea,0.0,78.9,0.90711687,0.35725268,0.17946579,13.0,11.0,64.6,4.4,14.5,18.0,20.2,35.7,23.7,17.2,14.5,72.7,39.8,2018,Aug,4248.0
6206,2018,2018-08-29 00:00:00,Urduliz,Vespa Velutina,Urban Environment,2.0,20.0,"503321,6587","4802914,123",Nest Terminated,2018-04-09 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,8,2017,3023.0,AGO,Punta Galea,0.0,78.9,0.90711687,0.35725268,0.17946579,13.0,11.0,64.6,4.4,14.5,18.0,20.2,35.7,23.7,17.2,14.5,72.7,39.8,2018,Aug,4248.0
6207,2018,2018-08-24 00:00:00,Urduliz,Vespa Velutina,Natural Environment,7.0,57.0,"504221,3618","4802593,397",Nest Terminated,2018-08-28 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,8,2017,3023.0,AGO,Punta Galea,0.0,78.9,0.90711687,0.35725268,0.17946579,13.0,11.0,64.6,4.4,14.5,18.0,20.2,35.7,23.7,17.2,14.5,72.7,39.8,2018,Aug,4248.0
6209,2018,2018-08-21 00:00:00,Urduliz,Vespa Velutina,Natural Environment,11.0,30.0,"504383,2364","4802599,405",Nest Terminated,2018-08-22 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,8,2017,3023.0,AGO,Punta Galea,0.0,78.9,0.90711687,0.35725268,0.17946579,13.0,11.0,64.6,4.4,14.5,18.0,20.2,35.7,23.7,17.2,14.5,72.7,39.8,2018,Aug,4248.0
6210,2018,2018-08-16 00:00:00,Urduliz,Vespa Velutina,Natural Environment,4.0,60.0,,,Nest Terminated,2018-08-17 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,8,2017,3023.0,AGO,Punta Galea,0.0,78.9,0.90711687,0.35725268,0.17946579,13.0,11.0,64.6,4.4,14.5,18.0,20.2,35.7,23.7,17.2,14.5,72.7,39.8,2018,Aug,4248.0
6211,2018,2018-08-16 00:00:00,Urduliz,Vespa Velutina,Urban Environment,1.0,30.0,"504259,7508","4802598,021",Nest Terminated,2018-08-17 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,8,2017,3023.0,AGO,Punta Galea,0.0,78.9,0.90711687,0.35725268,0.17946579,13.0,11.0,64.6,4.4,14.5,18.0,20.2,35.7,23.7,17.2,14.5,72.7,39.8,2018,Aug,4248.0
6212,2018,2018-08-16 00:00:00,Urduliz,Vespa Velutina,Natural Environment,25.0,50.0,"504124,7322","4802718,381",Nest Terminated,2018-08-17 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,8,2017,3023.0,AGO,Punta Galea,0.0,78.9,0.90711687,0.35725268,0.17946579,13.0,11.0,64.6,4.4,14.5,18.0,20.2,35.7,23.7,17.2,14.5,72.7,39.8,2018,Aug,4248.0
6213,2018,2018-08-14 00:00:00,Urduliz,Vespa Velutina,Urban Environment,9.0,30.0,"503529,656","4802674,463",Nest Terminated,2018-08-17 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,8,2017,3023.0,AGO,Punta Galea,0.0,78.9,0.90711687,0.35725268,0.17946579,13.0,11.0,64.6,4.4,14.5,18.0,20.2,35.7,23.7,17.2,14.5,72.7,39.8,2018,Aug,4248.0
6214,2018,2018-03-08 00:00:00,Urduliz,Vespa Velutina,Natural Environment,12.0,20.0,,,Nest Terminated,2018-06-08 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,3,2017,978.0,MAR,Punta Galea,0.0,73.5,0.8881142540000001,0.323510017,0.189161164,10.0,9.0,62.0,1.4,30.6,11.4,13.5,26.0,16.8,10.3,18.2,98.6,52.2,2018,Mar,4248.0
6215,2018,2018-03-08 00:00:00,Urduliz,Vespa Velutina,Natural Environment,15.0,60.0,"504233,6658","4802711,9",Nest Terminated,2018-06-08 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,3,2017,978.0,MAR,Punta Galea,0.0,73.5,0.8881142540000001,0.323510017,0.189161164,10.0,9.0,62.0,1.4,30.6,11.4,13.5,26.0,16.8,10.3,18.2,98.6,52.2,2018,Mar,4248.0
6216,2018,2018-07-27 00:00:00,Urduliz,Vespa Velutina,Urban Environment,0.0,3.0,,,Nest Terminated,2018-02-08 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,7,2017,2614.0,JUL,Punta Galea,0.0,82.2,0.850598517,0.344749328,0.17243911399999998,12.0,7.0,28.8,2.5,12.3,19.8,19.8,32.1,22.9,17.3,13.7,78.1,37.6,2018,Jul,4248.0
6217,2018,2018-07-27 00:00:00,Urduliz,Vespa Velutina,Urban Environment,7.0,50.0,"503202,0851","4803253,619",Nest Terminated,2018-02-08 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,7,2017,2614.0,JUL,Punta Galea,0.0,82.2,0.850598517,0.344749328,0.17243911399999998,12.0,7.0,28.8,2.5,12.3,19.8,19.8,32.1,22.9,17.3,13.7,78.1,37.6,2018,Jul,4248.0
6218,2018,2018-07-24 00:00:00,Urduliz,Vespa Velutina,Natural Environment,8.0,20.0,"503502,9803","4802476,521",Cannot Terminate,2018-08-14 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,7,2017,2614.0,JUL,Punta Galea,0.0,82.2,0.850598517,0.344749328,0.17243911399999998,12.0,7.0,28.8,2.5,12.3,19.8,19.8,32.1,22.9,17.3,13.7,78.1,37.6,2018,Jul,4248.0
6219,2018,2018-07-20 00:00:00,Urduliz,Vespa Velutina,Natural Environment,3.0,30.0,,,Pending classification,,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,7,2017,2614.0,JUL,Punta Galea,0.0,82.2,0.850598517,0.344749328,0.17243911399999998,12.0,7.0,28.8,2.5,12.3,19.8,19.8,32.1,22.9,17.3,13.7,78.1,37.6,2018,Jul,4248.0
6220,2018,2018-07-20 00:00:00,Urduliz,Vespa Velutina,,10.0,50.0,,,Nest Terminated,2018-07-20 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,7,2017,2614.0,JUL,Punta Galea,0.0,82.2,0.850598517,0.344749328,0.17243911399999998,12.0,7.0,28.8,2.5,12.3,19.8,19.8,32.1,22.9,17.3,13.7,78.1,37.6,2018,Jul,4248.0
6221,2018,2018-06-07 00:00:00,Urduliz,Vespa Velutina,Natural Environment,1.0,76.0,"504394,7353","4799682,368",Nest Terminated,2018-10-07 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,6,2017,2205.0,JUN,Punta Galea,0.0,86.4,0.859047445,0.34328050200000004,0.17530801,15.0,13.0,63.9,3.1,13.9,17.5,19.8,32.0,22.7,17.3,15.1,97.9,47.3,2018,Jun,4248.0
6222,2019,2019-02-08 00:00:00,Urduliz,Vespa Velutina,Urban Environment,4.0,20.0,,,Nest Terminated,2019-02-08 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,2,2018,673.0,FEB,Punta Galea,2.0,77.6,0.95270991,0.294439354,0.193105487,20.0,17.0,165.6,1.8,25.8,12.23846865,7.8,20.2,10.1,5.2,21.0,93.2,57.8,2019,Feb,4319.0
6395,2019,2019-04-16 00:00:00,Zalla,Vespa Velutina,Urban Environment,1.0,1.0,,,Nest Terminated,2019-04-16 00:00:00,48096.0,0.0,19.0,2.0,89.0,0.0,0.0,0.0,0.0,C0C1,4,2018,1462.0,ABR,Aranguren,0.0,72.9,2.257,0.926,0.240273652,19.0,11.0,106.8,2.7,21.5,12.49192741,14.1,31.1,20.3,9.0,10.52328324,73.39473717,40.09448671,2019,Apr,8379.0
6224,2018,2018-06-11 00:00:00,Urduliz,Vespa Velutina,Urban Environment,0.0,20.0,"503281,0097","4802537,549",Nest Terminated,2018-06-11 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,6,2017,2205.0,JUN,Punta Galea,0.0,86.4,0.859047445,0.34328050200000004,0.17530801,15.0,13.0,63.9,3.1,13.9,17.5,19.8,32.0,22.7,17.3,15.1,97.9,47.3,2018,Jun,4248.0
6225,2018,2018-01-11 00:00:00,Urduliz,Vespa Velutina,Natural Environment,1.0,1.0,,,Nest Terminated,2018-01-11 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,1,2017,160.0,ENE,Punta Galea,2.0,71.3,1.087003209,0.338207926,0.182314765,9.0,8.0,94.4,1.9,34.0,5.3,8.5,19.4,11.6,5.4,24.1,105.8,55.3,2018,Jan,4248.0
6226,2018,2018-03-09 00:00:00,Urduliz,Vespa Velutina,Natural Environment,2.0,25.0,"506487,1375",4801759,Nest Terminated,2018-03-09 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,3,2017,978.0,MAR,Punta Galea,0.0,73.5,0.8881142540000001,0.323510017,0.189161164,10.0,9.0,62.0,1.4,30.6,11.4,13.5,26.0,16.8,10.3,18.2,98.6,52.2,2018,Mar,4248.0
6227,2018,2018-08-20 00:00:00,Urduliz,Vespa Velutina,Natural Environment,10.0,40.0,"503342,0358","4802523,895",Nest Terminated,2018-08-20 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,8,2017,3023.0,AGO,Punta Galea,0.0,78.9,0.90711687,0.35725268,0.17946579,13.0,11.0,64.6,4.4,14.5,18.0,20.2,35.7,23.7,17.2,14.5,72.7,39.8,2018,Aug,4248.0
6228,2018,2018-07-23 00:00:00,Urduliz,Vespa Velutina,Natural Environment,20.0,100.0,,,Cannot Terminate,2018-07-23 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,7,2017,2614.0,JUL,Punta Galea,0.0,82.2,0.850598517,0.344749328,0.17243911399999998,12.0,7.0,28.8,2.5,12.3,19.8,19.8,32.1,22.9,17.3,13.7,78.1,37.6,2018,Jul,4248.0
6230,2018,2018-07-16 00:00:00,Urduliz,Vespa Velutina,Urban Environment,10.0,35.0,"503562,6558","4802928,721",Nest Terminated,2018-07-16 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,7,2017,2614.0,JUL,Punta Galea,0.0,82.2,0.850598517,0.344749328,0.17243911399999998,12.0,7.0,28.8,2.5,12.3,19.8,19.8,32.1,22.9,17.3,13.7,78.1,37.6,2018,Jul,4248.0
6231,2018,2018-11-07 00:00:00,Urduliz,Vespa Velutina,Urban Environment,15.0,20.0,"503468,7536","4803119,135",Nest Terminated,2018-11-07 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,11,2017,4250.0,NOV,Punta Galea,0.0,71.2,1.029373967,0.315901544,0.166973151,17.0,15.0,201.7,3.4,39.3,6.3,12.6,23.9,16.1,9.3,22.0,99.0,59.0,2018,Nov,4248.0
6232,2018,2018-11-07 00:00:00,Urduliz,Vespa Velutina,,7.0,40.0,"503092,8001","4802605,826",Nest Terminated,2018-11-07 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,11,2017,4250.0,NOV,Punta Galea,0.0,71.2,1.029373967,0.315901544,0.166973151,17.0,15.0,201.7,3.4,39.3,6.3,12.6,23.9,16.1,9.3,22.0,99.0,59.0,2018,Nov,4248.0
6233,2018,2018-06-20 00:00:00,Urduliz,Vespa Velutina,Urban Environment,15.0,60.0,"504246,6048","4802580,976",Nest Terminated,2018-06-25 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,6,2017,2205.0,JUN,Punta Galea,0.0,86.4,0.859047445,0.34328050200000004,0.17530801,15.0,13.0,63.9,3.1,13.9,17.5,19.8,32.0,22.7,17.3,15.1,97.9,47.3,2018,Jun,4248.0
6234,2018,2018-05-21 00:00:00,Urduliz,Vespa Velutina,Urban Environment,15.0,25.0,"503610,5667","4803375,412",Nest Terminated,2018-05-22 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,5,2017,1796.0,MAY,Punta Galea,0.0,80.6,0.87741511,0.35806789200000005,0.168136134,17.0,8.0,71.4,4.5,31.6,20.8,17.4,32.0,21.3,14.4,15.2,102.2,46.1,2018,May,4248.0
6235,2018,2018-07-05 00:00:00,Urduliz,Vespa Velutina,Natural Environment,15.0,40.0,"505038,5118","4801960,315",Cannot Terminate,2018-09-05 00:00:00,48089.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,7,2017,2614.0,JUL,Punta Galea,0.0,82.2,0.850598517,0.344749328,0.17243911399999998,12.0,7.0,28.8,2.5,12.3,19.8,19.8,32.1,22.9,17.3,13.7,78.1,37.6,2018,Jul,4248.0
6241,2018,2018-12-21 00:00:00,Urduña/Orduña,Vespa Velutina,Urban Environment,12.0,50.0,"498808,3525","4760188,459",Nest Terminated,2018-12-27 00:00:00,48074.0,0.0,29.0,0.0,11.0,0.0,0.0,0.0,1.0,C072,12,2017,4656.0,DIC,Orduña,10.0,90.1,0.8478021659999999,0.265486955,0.21850822600000006,22.0,19.0,177.7,1.7,36.1,12.08490607,3.3,12.5,5.9,1.1,30.5,173.2,70.0,2018,Dec,4134.0
